,features_0,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30,features_31,features_32
4B6HC,-9.906561851501465,-17.896547317504883,-11.282785415649414,-17.933502197265625,-0.3777293562889099,-0.381761759519577,-0.06478030979633331,-0.6974230408668518,0.6167951226234436,-0.7816550731658936,-0.25632262229919434,-0.7806887626647949,-0.9951336979866028,-1.1664973497390747,0.01756763830780983,0.046331293880939484,0.1062426045536995,0.17138484120368958,-0.9767950773239136,-1.1493340730667114,-1.2713041305541992,-0.5804107189178467,-1.9612689018249512,-2.6425857543945312,-7.31887149810791,-9.852858543395996,-8.62094497680664,-8.325735092163086,-1.7517611980438232,-1.7337651252746582,-1.886400818824768,-1.8145225048065186,-17.8436222076416
5ZB2A,-9.750944137573242,-19.004056930541992,-14.125144004821777,-18.99187469482422,1.284980058670044,-0.04009339213371277,-0.9777918457984924,0.26860323548316956,0.6980273127555847,-1.0744054317474365,-1.121320366859436,0.1764923334121704,0.3949104845523834,-1.380125880241394,-2.2546658515930176,-0.6537393927574158,-0.8793578743934631,-0.11144010722637177,-0.3710482120513916,-1.0506714582443237,-0.8541196584701538,-1.2187120914459229,-2.9118144512176514,-0.7919491529464722,-7.549746990203857,-10.121957778930664,-7.751437187194824,-8.072283744812012,-1.3560453653335571,-1.6715539693832397,-1.5823479890823364,-1.5530720949172974,-18.96411895751953
4BGCA,-7.6933112144470215,-17.301572799682617,-11.964797019958496,-17.263988494873047,0.5892881751060486,-0.5724470615386963,-1.083564281463623,-0.32105329632759094,0.23155568540096283,-0.5333759188652039,-0.07548769563436508,-0.5337494611740112,-0.3276286721229553,-1.3371617794036865,-1.994568943977356,-1.1232143640518188,-0.6213613152503967,-0.9545326232910156,-0.6839993596076965,-1.3654825687408447,-1.2195792198181152,-1.2159454822540283,-3.384308099746704,-1.3493691682815552,-2.567823648452759,-7.0423383712768555,-4.92068338394165,-4.6081929206848145,-0.673920750617981,-1.1301499605178833,-0.8190026879310608,-0.9345183968544006,-17.465871810913086
5DZOA,-9.43666934967041,-18.053516387939453,-11.707321166992188,-18.16718864440918,0.27445486187934875,-0.03455866500735283,-0.0937335193157196,0.5803351402282715,0.9324650168418884,-0.5766118764877319,0.12806373834609985,0.6243050694465637,-0.2883034348487854,-0.7991607189178467,-1.6363729238510132,-0.46734619140625,-0.5977879166603088,-0.39396750926971436,-1.0775830745697021,-1.2365344762802124,-1.1089993715286255,-1.108751654624939,-2.060990333557129,-2.349125623703003,-4.6227006912231445,-7.735755443572998,-5.958901405334473,-6.059605121612549,-1.1066473722457886,-1.2931491136550903,-1.1747782230377197,-1.2348992824554443,-18.13089370727539
1O59A,-10.05103874206543,-18.708311080932617,-13.904094696044922,-18.80343246459961,0.17832516133785248,0.5537126660346985,-0.026735208928585052,0.31588050723075867,0.6950297355651855,-0.5845581889152527,-0.7099748849868774,0.16228769719600677,-0.16242079436779022,-1.0822511911392212,-1.7962627410888672,-0.30043303966522217,-0.7463203072547913,-0.2766767740249634,-0.4774461090564728,-1.0663193464279175,-0.8905487656593323,-0.6831812262535095,-2.699246883392334,-0.6169788241386414,-7.444307327270508,-10.300286293029785,-7.412230968475342,-8.038812637329102,-1.307960033416748,-1.672127366065979,-1.6002418994903564,-1.532928705215454,-18.724445343017578
3F7FA,-10.2966890335083,-18.90848159790039,-12.607491493225098,-18.94257164001465,0.8345605134963989,-0.7446098923683167,-0.8698139190673828,-0.18710343539714813,0.7074183225631714,-0.3189657926559448,-0.9848549365997314,-0.010978401638567448,0.18609391152858734,-0.38546353578567505,-1.1772476434707642,-0.07481306791305542,-0.46084457635879517,0.13478097319602966,-0.15686452388763428,-0.516148030757904,-1.697577714920044,-1.1084449291229248,-2.5108327865600586,-1.5636252164840698,-9.824946403503418,-11.107266426086426,-8.900090217590332,-9.092765808105469,-1.7227100133895874,-1.7747801542282104,-1.9138413667678833,-1.860387921333313,-18.901098251342773
4OJXA,-9.875072479248047,-18.4625244140625,-13.129546165466309,-18.461116790771484,0.7591078281402588,-0.1508064717054367,-0.5410887598991394,0.13878843188285828,0.49770426750183105,-0.6440140604972839,-1.1554838418960571,0.08877801895141602,0.19909954071044922,-1.174001693725586,-1.66200590133667,-0.8020429015159607,-0.9576320648193359,-0.49870216846466064,-0.47067001461982727,-0.8597086071968079,-1.1241387128829956,-0.9868751168251038,-2.661410093307495,-0.9607903957366943,-8.329207420349121,-10.365995407104492,-7.655543327331543,-8.219014167785645,-1.391860008239746,-1.6191680431365967,-1.6238021850585938,-1.6023311614990234,-18.454992294311523
1OMZA,-9.656577110290527,-18.37155532836914,-13.64580249786377,-18.433609008789062,0.6489441990852356,0.13654488325119019,-0.772375762462616,0.18299435079097748,0.5164474844932556,-0.863688588142395,-0.7919606566429138,0.19256643950939178,-0.05413636937737465,-1.2000255584716797,-1.514212965965271,-0.5086085200309753,-0.34520310163497925,-0.13673630356788635,-0.49212610721588135,-0.7195056080818176,-0.6870818138122559,-0.6477417945861816,-2.2794716358184814,-2.0023410320281982,-7.095456600189209,-10.061775207519531,-7.649609565734863,-7.945590496063232,-1.3441286087036133,-1.6280035972595215,-1.6232991218566895,-1.5869699716567993,-18.35811424255371
7DA0B,-9.051766395568848,-18.974441528320312,-13.494503021240234,-18.988739013671875,0.5944728255271912,1.6472965478897095,-0.49522942304611206,0.40725210309028625,1.1038016080856323,-0.24902652204036713,-0.28112155199050903,0.6210210919380188,-0.503871738910675,-1.525058388710022,-3.0245726108551025,-0.5471864342689514,-0.07745198905467987,-0.9456489682197571,-1.6202200651168823,-2.0317654609680176,-0.5635336637496948,-1.1636335849761963,-3.9966371059417725,-0.9862995743751526,-5.716170787811279,-9.573756217956543,-6.985033988952637,-7.036421775817871,-0.9546307325363159,-1.5615628957748413,-1.3651020526885986,-1.3431339263916016,-18.988243103027344
4WKAA,-9.150288581848145,-18.326202392578125,-13.929388999938965,-18.41032600402832,0.7730007767677307,1.2389426231384277,0.1166955977678299,0.40617886185646057,1.3434102535247803,-0.7811006903648376,-0.648637592792511,0.8063440918922424,-0.6489171385765076,-0.9963304996490479,-2.187459707260132,-0.7441954016685486,0.08699626475572586,-0.12760722637176514,-0.752159595489502,-0.9754535555839539,-0.6621034741401672,-0.7054020762443542,-2.5191941261291504,-2.1007936000823975,-4.281984806060791,-8.346631050109863,-6.189974784851074,-6.133119583129883,-0.9231037497520447,-1.358263373374939,-1.2231531143188477,-1.1903808116912842,-18.375354766845703
4AFLA,-8.724599838256836,-19.471820831298828,-13.809585571289062,-19.45638656616211,1.0625102519989014,0.7549972534179688,-1.0668681859970093,0.2416275292634964,0.4717828631401062,-0.14419211447238922,-0.529953122138977,0.15629160404205322,-0.4453490674495697,-1.1576979160308838,-3.3038852214813232,-0.35661691427230835,0.41681718826293945,-0.6245734691619873,-1.312535285949707,-1.411510705947876,-0.2836858928203583,-0.8526961207389832,-3.7398810386657715,-1.361264944076538,-6.241480350494385,-9.914474487304688,-7.261601448059082,-7.17258358001709,-1.0555073022842407,-1.603075385093689,-1.3413097858428955,-1.4925514459609985,-19.534820556640625
3FFDP,-9.163677215576172,-17.57324981689453,-10.380803108215332,-17.573278427124023,-0.140969917178154,-0.4874298870563507,-0.3920115530490875,-0.6859674453735352,0.019160114228725433,0.20448775589466095,0.08023761957883835,-0.24881117045879364,-0.7298241853713989,-0.582960844039917,-0.29948216676712036,0.6292821764945984,-0.3950311243534088,-0.6329577565193176,-1.351063847541809,-1.7313551902770996,-1.8005690574645996,-1.1570618152618408,-2.212297201156616,-2.146313190460205,-6.684070587158203,-9.25914478302002,-8.256170272827148,-7.832065105438232,-1.6181612014770508,-1.7017366886138916,-1.7449660301208496,-1.8030383586883545,-17.607603073120117
4HC9A,-7.82982063293457,-16.116390228271484,-11.782246589660645,-16.083335876464844,-0.5390374064445496,-0.10320486128330231,-0.5869685411453247,-1.1550335884094238,0.8152908682823181,-2.985340118408203,0.4789186418056488,0.24696485698223114,-1.4068337678909302,-3.284595489501953,-2.171809196472168,-0.594073474407196,-0.7705833911895752,0.004027244169265032,-2.5745012760162354,-2.2483880519866943,-1.4179608821868896,-1.0391329526901245,-3.50756573677063,-0.752540647983551,-2.3238749504089355,-7.2844014167785645,-4.3980817794799805,-4.76434326171875,-0.6142027974128723,-1.013574481010437,-0.9349345564842224,-0.7543561458587646,-16.282703399658203
5JELA,-9.421924591064453,-18.19774627685547,-11.31893253326416,-18.190610885620117,0.5920663475990295,-0.027418583631515503,0.22112643718719482,0.020451143383979797,0.19873447716236115,0.020164567977190018,0.08628104627132416,-0.35953548550605774,-1.465899109840393,-0.5518761277198792,0.10996697843074799,-0.8945062160491943,-0.2545938789844513,-1.4232193231582642,-1.0392693281173706,-1.4873156547546387,-1.637637972831726,-0.9413333535194397,-1.5207245349884033,-1.1121060848236084,-6.253122806549072,-9.519136428833008,-8.088876724243164,-7.92417573928833,-1.66542387008667,-1.6422703266143799,-1.620531439781189,-1.8751755952835083,-18.210905075073242
1H3OB,-6.92662239074707,-17.23149299621582,-12.553078651428223,-17.164506912231445,1.2155039310455322,0.6022661924362183,-0.958840012550354,0.9339140057563782,0.5202419757843018,-0.47915002703666687,-0.9696863889694214,0.323303759098053,-0.43087905645370483,-1.5637099742889404,-2.416175365447998,-1.3935517072677612,0.1003294289112091,-1.0933887958526611,-1.9845688343048096,-2.7518813610076904,-0.4400864541530609,-1.0694855451583862,-3.8622608184814453,-0.8777584433555603,-2.3442463874816895,-6.977804183959961,-4.647420406341553,-4.377127170562744,-0.4578230082988739,-0.9956972002983093,-0.7027875185012817,-0.7806363105773926,-17.313583374023438
4CLLA,-7.824069499969482,-16.99709701538086,-13.121482849121094,-17.036359786987305,0.7560133934020996,0.4578459560871124,-0.8427123427391052,0.7505019903182983,0.6750227212905884,-0.9357938170433044,-0.9642202258110046,0.4045797288417816,0.33892688155174255,-1.4662913084030151,-2.274719715118408,-0.6930630207061768,-0.8164538741111755,-0.5233131051063538,-0.7522473335266113,-1.2933835983276367,-0.012938401661813259,-1.1036914587020874,-3.485424280166626,-0.7462947964668274,-5.219066143035889,-7.918993949890137,-5.000723361968994,-5.394378662109375,-0.7270355820655823,-1.1026557683944702,-1.0158207416534424,-0.9277698993682861,-17.077165603637695
2E3NA,-8.279293060302734,-17.20772361755371,-13.650814056396484,-17.28394317626953,0.6195646524429321,1.0548906326293945,-0.6347872018814087,1.2171809673309326,0.9795088768005371,-1.4104746580123901,-0.9834021329879761,0.7011724710464478,-0.013845853507518768,-2.1078171730041504,-2.0013020038604736,-1.2310518026351929,-0.5465351343154907,-0.16731540858745575,-1.0532474517822266,-1.31105375289917,-0.5217944979667664,-0.9882737398147583,-3.2701449394226074,-0.6989191770553589,-3.8263182640075684,-7.787635326385498,-4.704357624053955,-5.009077548980713,-0.4786528944969177,-1.0817521810531616,-0.9148404598236084,-0.7858584523200989,-17.239391326904297
4JE3A,-9.148619651794434,-17.295024871826172,-10.699979782104492,-17.314292907714844,0.028104888275265694,-0.5479145646095276,-0.5204395651817322,-0.4812072217464447,-0.26732510328292847,-0.20508666336536407,-0.630083441734314,-0.5207921862602234,-0.2795902490615845,-0.4767175614833832,-0.8242034316062927,-0.2206195592880249,-0.9126162528991699,-0.530194878578186,-0.8858693838119507,-1.009286642074585,-1.4570562839508057,-1.502104640007019,-2.2344350814819336,-1.8755770921707153,-8.140458106994629,-10.080781936645508,-8.466153144836426,-8.51694393157959,-1.6884369850158691,-1.7046189308166504,-1.8308627605438232,-1.8540536165237427,-17.331655502319336
5FN7A,-9.954564094543457,-18.180889129638672,-11.70519733428955,-18.243406295776367,0.09266263991594315,-0.6860887408256531,-0.6048087477684021,0.08811983466148376,0.1336100697517395,0.09790422767400742,-1.1017324924468994,0.5805398225784302,0.2959076166152954,-0.5444774031639099,-1.1347190141677856,0.4648529291152954,-0.7444038391113281,0.2531611919403076,-0.4993124306201935,-0.514629602432251,-1.4941349029541016,-0.8269159197807312,-2.3264710903167725,-0.5586144924163818,-7.723625183105469,-9.577169418334961,-7.864322185516357,-7.94960880279541,-1.4874954223632812,-1.5648857355117798,-1.7050973176956177,-1.6823441982269287,-18.181211471557617
4BN4A,-7.445191383361816,-16.664289474487305,-11.980334281921387,-16.59914207458496,1.4956134557724,0.9940074682235718,-0.3683170676231384,0.8820754885673523,0.9806668162345886,-1.1745110750198364,0.29900890588760376,0.2602965533733368,-1.0599100589752197,-1.935899257659912,-1.267195463180542,-1.3359166383743286,0.012540590949356556,-1.8294647932052612,-1.0338412523269653,-2.607807159423828,-0.6918013095855713,-1.072310209274292,-2.6671063899993896,-0.4853540062904358,-3.493053913116455,-7.896806240081787,-4.7938618659973145,-4.946212291717529,-0.7172539234161377,-1.0368791818618774,-0.8011170625686646,-1.0203198194503784,-16.76994514465332
1PZWA,-9.106008529663086,-18.47976303100586,-11.756023406982422,-18.490402221679688,0.24833537638187408,-0.08102817833423615,-0.8944043517112732,0.04178427532315254,0.5634189248085022,-0.500608503818512,-0.43595489859580994,-0.14741291105747223,-0.44707944989204407,-0.868560254573822,-2.1221518516540527,-0.5482041835784912,-0.30617859959602356,-0.43009063601493835,-0.8606418371200562,-1.1728620529174805,-1.2142562866210938,-0.799798846244812,-2.6626381874084473,-0.553801953792572,-6.418746471405029,-8.923358917236328,-7.011337757110596,-7.088178634643555,-1.2279051542282104,-1.550797462463379,-1.4666517972946167,-1.4032107591629028,-18.48786163330078
1OAAA,-9.353713035583496,-18.577104568481445,-13.942614555358887,-18.668498992919922,1.8470498323440552,2.0765984058380127,0.5730944275856018,1.132897138595581,1.5192047357559204,-1.0587974786758423,-0.7793155908584595,1.0222786664962769,-0.8963605761528015,-1.5814945697784424,-1.7057769298553467,-1.9162676334381104,0.24392111599445343,-1.0499790906906128,-1.1744307279586792,-1.9034188985824585,-0.47978153824806213,-0.7071191668510437,-2.5518546104431152,0.2508303225040436,-6.067591667175293,-9.522242546081543,-6.206107139587402,-6.750130653381348,-0.9534395933151245,-1.3867132663726807,-1.202170491218567,-1.3708699941635132,-18.62982177734375
2HNUA,-9.475261688232422,-18.34663200378418,-12.679798126220703,-18.348031997680664,0.22167177498340607,1.1125829219818115,0.8317385911941528,-0.2776866555213928,1.482794165611267,-0.6409700512886047,0.603812038898468,0.2587635815143585,-1.3286246061325073,-0.9762851595878601,-0.2867802083492279,-0.8582329750061035,-0.08397132158279419,-0.7769665718078613,-1.142534852027893,-1.5511579513549805,-1.6528807878494263,-0.610122561454773,-2.588752031326294,-1.8263827562332153,-6.394177436828613,-9.568875312805176,-6.102750301361084,-6.954305171966553,-0.915790855884552,-1.5260508060455322,-1.3351157903671265,-1.3533849716186523,-18.31240463256836
4I6JB,-9.3201265335083,-18.30205726623535,-13.382705688476562,-18.253141403198242,0.9910535216331482,0.09586092829704285,-0.7845519781112671,0.34691178798675537,0.6475018858909607,-0.7151336073875427,-0.4063674807548523,0.03440302982926369,-0.1219087764620781,-1.2441519498825073,-1.7096089124679565,-0.5883391499519348,-0.7017483115196228,-0.6508942246437073,-0.42726966738700867,-1.0572136640548706,-0.6155675053596497,-0.7565188407897949,-2.298614025115967,-0.562920331954956,-7.8942551612854,-9.620914459228516,-7.355273246765137,-7.653165817260742,-1.3403717279434204,-1.591715931892395,-1.5684902667999268,-1.5420470237731934,-18.28895378112793
5N7EB,-4.666830539703369,-13.102983474731445,-9.548811912536621,-13.124698638916016,1.0772243738174438,0.5679382681846619,-0.5713708400726318,0.18718022108078003,0.9559342265129089,-1.4264146089553833,0.032010335475206375,0.11595716327428818,-0.9361929297447205,-1.849080204963684,-1.4424389600753784,-0.9246726036071777,-0.7043285965919495,-1.2115105390548706,-1.9493606090545654,-2.819154739379883,-1.1629029512405396,-1.3131476640701294,-3.0173397064208984,-1.8300858736038208,-3.376893997192383,-6.218351364135742,-2.5537939071655273,-2.7599263191223145,-0.07979720085859299,-0.6129652261734009,-0.20956185460090637,-0.44403862953186035,-13.31644344329834
5GPYB,-9.280194282531738,-18.220895767211914,-11.829452514648438,-18.25297737121582,0.3747365474700928,-0.18356817960739136,-0.5986143350601196,-0.19161942601203918,-0.057491742074489594,0.025811610743403435,-0.19497157633304596,-0.5857663750648499,-0.4012353718280792,-0.4479593336582184,-1.371045708656311,0.4028392434120178,-0.4803105294704437,-0.7515726089477539,-0.823951244354248,-1.0842829942703247,-1.2997503280639648,-1.3362988233566284,-2.2891135215759277,-1.6659067869186401,-7.401041507720947,-9.964325904846191,-8.222098350524902,-8.0942964553833,-1.5538569688796997,-1.707996129989624,-1.6649043560028076,-1.7618595361709595,-18.264686584472656
6HGAB,-9.510273933410645,-18.384260177612305,-12.202972412109375,-18.444000244140625,1.5099785327911377,0.6716852188110352,0.1560593843460083,0.39563289284706116,0.7348850965499878,-0.3327740728855133,0.25227904319763184,0.22922419011592865,-1.0435032844543457,-0.9059960842132568,0.169797882437706,-0.7493559122085571,0.4555528163909912,-1.2922430038452148,-1.0988601446151733,-1.8456934690475464,-1.089040994644165,-0.3384682238101959,-0.790962815284729,-1.3302459716796875,-6.848516941070557,-9.473133087158203,-7.184441566467285,-7.303124904632568,-1.4273905754089355,-1.5585999488830566,-1.468124508857727,-1.5841469764709473,-18.360727310180664
1LDDA,-8.716682434082031,-17.92460823059082,-12.014781951904297,-17.91547203063965,0.5535572171211243,-0.22043243050575256,-0.8435240387916565,-0.28895193338394165,-0.3119814395904541,-0.1707180142402649,-0.3979966640472412,-0.3124746084213257,-0.12242911756038666,-0.9507057666778564,-1.9442737102508545,0.05524103716015816,-0.6913294792175293,-0.6695548892021179,-0.9311608672142029,-0.7515485286712646,-1.0186268091201782,-1.1591830253601074,-2.5822794437408447,-1.800378441810608,-7.506377220153809,-9.967095375061035,-7.904348850250244,-7.948483943939209,-1.465601921081543,-1.6455081701278687,-1.6341640949249268,-1.5869406461715698,-17.941831588745117
5NSAA,-9.529702186584473,-18.836645126342773,-13.144014358520508,-18.911781311035156,0.6468732953071594,0.6700602173805237,-0.20109416544437408,0.48609068989753723,0.34296324849128723,-0.1448158472776413,-0.40893539786338806,0.3204881548881531,-0.39586690068244934,-0.7425029277801514,-1.1248688697814941,-0.7527564167976379,-0.21006223559379578,-0.8716604113578796,-0.9840322732925415,-1.0296608209609985,-1.1506329774856567,-1.2108619213104248,-2.2993781566619873,-2.3245155811309814,-7.479380130767822,-10.639555931091309,-8.136527061462402,-8.372509002685547,-1.43613600730896,-1.7320550680160522,-1.6276599168777466,-1.7063770294189453,-18.874588012695312
4A6HA,-8.952609062194824,-18.908023834228516,-12.36428165435791,-18.970733642578125,0.347299724817276,-0.011944599449634552,-0.7144052386283875,-0.06580421328544617,0.9676198959350586,-0.6280673742294312,-0.3373025953769684,0.17903465032577515,-0.5460524559020996,-1.0893070697784424,-1.9874682426452637,0.16118596494197845,-0.5296371579170227,-0.460742324590683,-0.8329582810401917,-1.1754913330078125,-1.0290993452072144,-0.6585159301757812,-2.888990640640259,-1.1279126405715942,-7.459957599639893,-9.587224006652832,-7.135361671447754,-7.424571990966797,-1.2191485166549683,-1.6095505952835083,-1.4274224042892456,-1.4568541049957275,-18.94628143310547
4R6UA,-9.553450584411621,-17.93455696105957,-12.146177291870117,-17.975204467773438,0.45257309079170227,-0.3950827717781067,-0.8152176737785339,0.27728575468063354,0.5453581809997559,0.03162040933966637,-0.4230496883392334,0.3165391683578491,0.015351631678640842,-0.8653267621994019,-1.6628338098526,0.08010531961917877,-0.47498437762260437,-0.13724948465824127,-0.30336740612983704,-0.47052237391471863,-1.0536830425262451,-0.4544585347175598,-2.0743587017059326,-2.941004753112793,-6.901585102081299,-8.814807891845703,-7.245798110961914,-7.1631178855896,-1.3510124683380127,-1.500622034072876,-1.5127756595611572,-1.4772685766220093,-17.927106857299805
6SERA,-8.837101936340332,-17.906261444091797,-13.378145217895508,-17.930156707763672,0.6378992199897766,0.808928906917572,-0.4698425531387329,0.569095253944397,1.0333424806594849,-0.8870022892951965,-0.4961306154727936,0.3590135872364044,-0.541738748550415,-1.3599737882614136,-1.6451895236968994,-0.8610672354698181,-0.3166491389274597,-0.5625245571136475,-1.267617106437683,-1.3091131448745728,-0.7537686824798584,-0.7560744881629944,-2.6895039081573486,-0.7162651419639587,-5.022609233856201,-8.876789093017578,-6.16802978515625,-6.45763635635376,-0.9000933766365051,-1.4085909128189087,-1.227190613746643,-1.211742877960205,-17.956817626953125
2J0AA,-8.749479293823242,-17.838674545288086,-13.40991497039795,-17.875661849975586,1.4751049280166626,1.2565511465072632,0.3249698281288147,0.5010509490966797,1.2229543924331665,-1.1590653657913208,0.38545846939086914,0.5378233194351196,-1.0368438959121704,-1.6031291484832764,-0.8138604760169983,-1.2022126913070679,0.06794160604476929,-1.0937377214431763,-0.785658061504364,-1.8551925420761108,-0.8209303617477417,-0.25021642446517944,-2.064223527908325,-1.8053865432739258,-4.48248291015625,-9.03492259979248,-6.050695419311523,-6.501603126525879,-0.9706206917762756,-1.3078908920288086,-1.116360068321228,-1.2654881477355957,-17.918052673339844
4M3LA,-9.140517234802246,-18.575660705566406,-11.987710952758789,-18.6058349609375,0.5281920433044434,0.24199379980564117,-1.0503168106079102,-0.5155496597290039,0.2029595971107483,0.8235563039779663,-0.11590234190225601,-0.025702176615595818,-0.43891167640686035,-0.43093612790107727,-2.4340736865997314,0.6520645618438721,0.7104699015617371,-0.546101450920105,-1.5345250368118286,-1.5987520217895508,-1.0023181438446045,-1.1516695022583008,-3.0773022174835205,-1.833321213722229,-6.281835079193115,-9.414676666259766,-8.291777610778809,-7.419801712036133,-1.456923246383667,-1.7005035877227783,-1.6201319694519043,-1.728954553604126,-18.59756088256836
1B8KA,-8.886009216308594,-18.25,-13.024446487426758,-18.28727912902832,0.22732852399349213,-0.03951974958181381,-0.9369377493858337,0.3352677524089813,1.0046132802963257,-0.6870461106300354,0.3719636797904968,0.6370400190353394,-0.19732500612735748,-1.4445472955703735,-1.961627721786499,0.2064433991909027,-0.4784316122531891,-0.3167809247970581,-0.878804624080658,-0.7748978734016418,-0.8481870293617249,-0.6737378239631653,-2.2686140537261963,-2.787034749984741,-4.813803195953369,-8.486035346984863,-6.160490989685059,-6.3855485916137695,-0.8859832286834717,-1.4539316892623901,-1.2327680587768555,-1.2851392030715942,-18.268415451049805
5JNOA,-9.368562698364258,-17.752086639404297,-11.606561660766602,-17.754966735839844,0.464889258146286,0.2593419551849365,-0.524179995059967,-0.30154865980148315,-0.16159722208976746,0.04194604977965355,-0.05057970806956291,-0.678072988986969,-0.7780968546867371,-0.24892780184745789,-0.5615034699440002,-0.48647361993789673,-0.16283738613128662,-0.9573051929473877,-0.6269035339355469,-0.9958639740943909,-1.5892750024795532,-1.210578203201294,-1.7040802240371704,-1.5346944332122803,-8.751815795898438,-10.787601470947266,-8.788497924804688,-8.838098526000977,-1.7994447946548462,-1.8059608936309814,-1.8988844156265259,-1.9378911256790161,-17.77328109741211
4QTCA,-9.126871109008789,-18.498111724853516,-13.49207878112793,-18.50338363647461,0.9936538934707642,0.13380353152751923,-0.5775877833366394,0.22193707525730133,1.1137105226516724,-0.5602400898933411,-0.6077389717102051,0.22330017387866974,-0.1255342662334442,-1.144894003868103,-2.5736773014068604,-0.6152190566062927,-0.3027934730052948,-0.30828800797462463,-0.6741256713867188,-1.1123700141906738,-0.7456108331680298,-0.24826478958129883,-3.2128491401672363,-0.3652200996875763,-5.926534652709961,-8.549816131591797,-5.710553169250488,-6.057032108306885,-0.8684750199317932,-1.2990586757659912,-1.164473056793213,-1.1102163791656494,-18.59020233154297
4EQ3A,-9.313214302062988,-18.236309051513672,-12.258122444152832,-18.305511474609375,0.5475661158561707,-0.04800930619239807,-0.9483073949813843,0.5724015235900879,0.9484834671020508,-0.21029877662658691,-0.44487830996513367,0.3804660439491272,0.08161290735006332,-1.0839533805847168,-1.2969833612442017,-0.38638582825660706,-0.5346711874008179,-0.538974404335022,-0.4061976671218872,-0.7992005944252014,-0.888637900352478,-0.8010565042495728,-2.158585548400879,-1.8637347221374512,-7.119076251983643,-9.07935619354248,-7.113656520843506,-7.231457710266113,-1.3144217729568481,-1.5284132957458496,-1.4879651069641113,-1.471757173538208,-18.227157592773438
4OUHA,-9.486408233642578,-18.898469924926758,-13.326976776123047,-18.917034149169922,0.8186913728713989,0.6453436017036438,-0.44333112239837646,0.4424736797809601,0.630009114742279,-0.6584461331367493,-0.3134405314922333,0.16770215332508087,-0.5388618111610413,-1.3057550191879272,-1.4770034551620483,-0.40742024779319763,-0.3624868392944336,-0.7301023602485657,-1.0775259733200073,-1.4902702569961548,-0.8874959349632263,-0.7706050872802734,-2.9227895736694336,-0.8372292518615723,-6.144236087799072,-9.70670223236084,-7.329557418823242,-7.461126804351807,-1.1831942796707153,-1.6419744491577148,-1.4564870595932007,-1.4885345697402954,-18.938074111938477
3DLQI,-9.517210960388184,-17.768644332885742,-11.35393238067627,-17.77606773376465,0.5026510953903198,-0.20189784467220306,-0.7767999172210693,-0.3195301592350006,-0.11615412682294846,-0.2368716597557068,-0.46512144804000854,-0.6146314740180969,-0.33797088265419006,-0.5649424195289612,-1.151723027229309,-0.4172162711620331,-0.6588261127471924,-0.748629629611969,-0.6750718951225281,-1.1670445203781128,-1.202940583229065,-1.2824846506118774,-2.1294498443603516,-1.4964962005615234,-7.953591823577881,-10.110393524169922,-8.601670265197754,-8.469552993774414,-1.7619445323944092,-1.7624890804290771,-1.8906842470169067,-1.924971580505371,-17.77508544921875
4K84A,-9.29709529876709,-19.12311363220215,-14.112346649169922,-19.069181442260742,1.4460697174072266,1.2542471885681152,-0.19998295605182648,0.7443091869354248,1.0385133028030396,-0.5098535418510437,-0.17791511118412018,0.6673189401626587,-0.8691012263298035,-1.388661503791809,-1.809052586555481,-1.2539390325546265,0.059562042355537415,-0.9134830236434937,-0.92277991771698,-1.618476390838623,-0.5830267071723938,-0.4631257951259613,-2.755221128463745,-0.29519280791282654,-6.70701789855957,-9.72199821472168,-6.928752422332764,-7.1747636795043945,-1.0873910188674927,-1.5685575008392334,-1.3590753078460693,-1.4416331052780151,-19.136877059936523
4A9AC,-9.373979568481445,-18.195302963256836,-11.717979431152344,-18.228498458862305,0.34365007281303406,0.35174494981765747,-0.4885607361793518,-0.40821486711502075,-0.1497715562582016,0.5364581346511841,-0.45253148674964905,-0.14900422096252441,0.012653474695980549,0.10699745267629623,-1.00361967086792,0.8064955472946167,-0.4772834777832031,-0.4056546092033386,-0.7115175724029541,-1.0395290851593018,-1.3619906902313232,-1.6149201393127441,-1.7945715188980103,-2.760488748550415,-8.023685455322266,-10.367767333984375,-8.648285865783691,-8.504132270812988,-1.6756373643875122,-1.7764098644256592,-1.864621639251709,-1.9245243072509766,-18.20307159423828
6RMVB,-9.154448509216309,-18.758750915527344,-13.644287109375,-18.85248565673828,0.15801823139190674,1.5050872564315796,-0.594498336315155,0.4367130696773529,1.0261632204055786,-0.885903000831604,-0.664452314376831,0.5790026783943176,-0.5511472225189209,-2.011164665222168,-1.6425117254257202,-0.07688631862401962,-0.10300112515687943,-0.11069099605083466,-2.0083096027374268,-2.2524337768554688,-0.33470025658607483,-1.052947998046875,-4.164790153503418,-1.2393370866775513,-4.445072174072266,-8.801258087158203,-6.256094455718994,-6.172469615936279,-0.8412731885910034,-1.4415936470031738,-1.2097653150558472,-1.2316418886184692,-18.836023330688477
